City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
antofagasta,-23.65,-70.4,57.2,62.0,90.0,4.7,CL,1597756695
sao joao da barra,-21.64,-41.05,75.2,83.0,6.0,4.45,BR,1597756696
caravelas,-17.71,-39.25,79.5,62.0,0.0,6.91,BR,1597756497
hermanus,-34.42,19.23,55.0,63.0,100.0,8.99,ZA,1597756697
mount gambier,-37.83,140.77,48.2,93.0,90.0,10.29,AU,1597756697
ecoporanga,-18.37,-40.83,74.28,70.0,93.0,4.88,BR,1597756698
saint-pierre,-21.34,55.48,75.99,69.0,4.0,19.46,RE,1597756698
kavieng,-2.57,150.8,82.51,78.0,0.0,11.56,PG,1597756699
avarua,-21.21,-159.78,71.6,73.0,100.0,11.41,CK,1597756700
geraldton,-28.77,114.6,51.8,87.0,75.0,4.7,AU,1597756701
nhulunbuy,-12.23,136.77,66.2,77.0,0.0,6.04,AU,1597756701
new norfolk,-42.78,147.06,45.0,78.0,58.0,3.0,AU,1597756702
pisco,-13.7,-76.22,61.0,87.0,90.0,3.36,PE,1597756703
kaitangata,-46.28,169.85,46.0,66.0,99.0,1.99,NZ,1597756703
bredasdorp,-34.53,20.04,57.2,54.0,96.0,18.34,ZA,1597756705
saint-leu,-21.15,55.28,75.99,69.0,40.0,19.46,RE,1597756705
palembang,-2.92,104.75,80.6,83.0,32.0,3.36,ID,1597756706
lagunas,-5.23,-75.68,79.47,73.0,7.0,3.42,PE,1597756706
coihaique,-45.58,-72.07,30.2,74.0,20.0,4.7,CL,1597756707
tual,-5.67,132.75,79.47,81.0,51.0,18.14,ID,1597756707
vila velha,-20.33,-40.29,79.0,74.0,75.0,10.29,BR,1597756708
clarence town,-32.58,151.78,53.01,100.0,0.0,2.39,AU,1597756708
kokopo,-4.35,152.26,76.87,81.0,0.0,12.57,PG,1597756709
hithadhoo,-0.6,73.08,84.18,74.0,17.0,8.28,MV,1597756709
khorixas,-20.37,14.97,82.96,9.0,0.0,12.91,NA,1597756710
santa isabel do rio negro,-0.41,-65.02,81.66,80.0,87.0,2.71,BR,1597756710
port lincoln,-34.73,135.87,53.08,74.0,94.0,27.63,AU,1597756710
karratha,-20.74,116.85,69.1,45.0,0.0,7.54,AU,1597756434
castro,-24.79,-50.01,61.95,91.0,100.0,10.29,BR,1597756714
ahipara,-35.17,173.17,57.74,92.0,100.0,12.86,NZ,1597756714
inhambane,-23.86,35.38,78.8,65.0,0.0,20.8,MZ,1597756716
arraial do cabo,-22.97,-42.03,73.4,88.0,75.0,5.82,BR,1597756717
comodoro rivadavia,-45.87,-67.5,39.2,48.0,40.0,17.22,AR,1597756661
kununurra,-15.77,128.73,78.8,70.0,0.0,9.17,AU,1597756718
urucara,-2.54,-57.76,92.68,37.0,8.0,3.22,BR,1597756720
chuy,-33.7,-53.46,55.22,66.0,0.0,5.53,UY,1597756720
biak,-0.91,122.88,75.27,77.0,11.0,7.23,ID,1597756722
trelew,-43.25,-65.31,41.25,59.0,0.0,26.64,AR,1597756722
sao raimundo nonato,-9.02,-42.7,84.02,34.0,2.0,11.16,BR,1597756723
lima,-12.04,-77.03,59.0,87.0,90.0,5.82,PE,1597756660
mildura,-34.2,142.15,53.6,62.0,90.0,4.7,AU,1597756723
touros,-5.2,-35.46,80.6,74.0,40.0,8.05,BR,1597756724
aquiraz,-3.9,-38.39,82.4,54.0,20.0,18.34,BR,1597756726
lukulu,-14.37,23.24,99.73,8.0,0.0,1.88,ZM,1597756726
kawalu,-7.38,108.21,72.54,90.0,99.0,2.73,ID,1597756728
novo aripuana,-5.12,-60.38,90.41,36.0,3.0,1.79,BR,1597756729
saint-philippe,-21.36,55.77,75.99,69.0,37.0,19.46,RE,1597756729
chimore,-16.98,-65.13,71.49,94.0,100.0,0.38,BO,1597756478
carutapera,-1.2,-46.02,85.28,63.0,8.0,10.45,BR,1597756731
sorong,-0.88,131.25,79.16,84.0,100.0,10.31,ID,1597756731
candido mendes,-1.45,-45.72,86.18,60.0,13.0,8.21,BR,1597756731
namatanai,-3.67,152.43,78.85,81.0,49.0,11.14,PG,1597756733
port-gentil,-0.72,8.78,82.4,74.0,75.0,11.23,GA,1597756733
whitianga,-36.83,175.7,57.0,88.0,100.0,11.01,NZ,1597756450
airai,-8.93,125.41,55.69,100.0,8.0,2.24,TL,1597756734
belmonte,-15.86,-38.88,75.2,78.0,40.0,11.41,BR,1597756735
constitucion,-35.33,-72.42,49.19,71.0,100.0,2.82,CL,1597756735
lahat,-3.8,103.53,76.24,75.0,8.0,2.89,ID,1597756690
gondanglegi,-7.75,112.01,75.7,77.0,3.0,15.93,ID,1597756737
codrington,-38.27,141.97,46.17,92.0,100.0,11.88,AU,1597756737
itaborai,-22.74,-42.86,75.2,73.0,75.0,8.05,BR,1597756738
padang,-0.95,100.35,80.17,72.0,100.0,1.77,ID,1597756739
ancud,-41.87,-73.82,41.0,73.0,16.0,5.82,CL,1597756739
tautira,-17.73,-149.15,73.4,83.0,20.0,2.24,PF,1597756740
puerto rico,-26.8,-55.02,69.03,86.0,92.0,2.86,AR,1597756741
iquique,-20.22,-70.14,60.8,63.0,75.0,5.82,CL,1597756743
traralgon,-38.18,146.53,46.0,87.0,31.0,3.83,AU,1597756745
rio gallegos,-51.62,-69.22,32.0,91.0,40.0,20.8,AR,1597756746
benguela,-12.58,13.41,71.6,78.0,20.0,6.93,AO,1597756747
souillac,-20.52,57.52,73.4,73.0,75.0,17.22,MU,1597756749
maragogi,-9.01,-35.22,78.73,71.0,18.0,10.38,BR,1597756750
la serena,-29.91,-71.25,51.8,76.0,90.0,3.36,CL,1597756751
gizo,-8.1,156.84,80.4,84.0,100.0,15.28,SB,1597756751
beloha,-25.17,45.05,87.89,18.0,0.0,7.72,MG,1597756751
marovoay,-16.1,46.63,87.8,40.0,20.0,9.17,MG,1597756752
batemans bay,-35.72,150.18,50.0,89.0,0.0,1.99,AU,1597756696
monte azul paulista,-20.91,-48.64,74.1,58.0,78.0,16.22,BR,1597756752
henties bay,-22.12,14.28,63.0,70.0,0.0,15.99,NA,1597756753
maltahohe,-24.83,16.98,57.69,33.0,0.0,18.41,NA,1597756753
port hedland,-20.32,118.57,62.6,55.0,0.0,6.93,AU,1597756753
acarau,-2.89,-40.12,85.05,49.0,3.0,17.13,BR,1597756754
quatre cocos,-20.21,57.76,73.99,73.0,75.0,17.22,MU,1597756754
ovalle,-30.6,-71.2,51.15,75.0,53.0,2.35,CL,1597756754
port elizabeth,-33.92,25.57,46.4,87.0,75.0,25.28,ZA,1597756755
tuatapere,-46.13,167.68,43.14,78.0,100.0,6.62,NZ,1597756755
port moresby,-9.44,147.18,71.55,78.0,0.0,9.64,PG,1597756755
chimbote,-9.09,-78.58,60.39,81.0,83.0,9.86,PE,1597756756
merauke,-8.47,140.33,75.29,76.0,4.0,12.55,ID,1597756758
poya,-21.35,165.15,63.1,70.0,9.0,0.65,NC,1597756758
dekar,-21.53,21.93,70.23,20.0,0.0,15.46,BW,1597756759
ngozi,-2.91,29.83,83.59,22.0,79.0,6.69,BI,1597756760
tandil,-37.32,-59.13,49.28,56.0,9.0,13.04,AR,1597756508
cabedelo,-6.98,-34.83,80.6,74.0,40.0,14.99,BR,1597756765
ambanja,-13.68,48.45,86.0,59.0,40.0,6.93,MG,1597756766
santa cruz,-17.8,-63.17,62.6,93.0,75.0,2.24,BO,1597756765
menongue,-14.66,17.69,90.81,10.0,0.0,6.31,AO,1597756770
faanui,-16.48,-151.75,77.85,78.0,86.0,13.73,PF,1597756770
nsanje,-16.92,35.26,97.41,25.0,39.0,2.33,MW,1597756771
de aar,-30.65,24.01,46.4,47.0,97.0,18.86,ZA,1597756771
vaitape,-16.52,-151.75,78.69,77.0,91.0,13.71,PF,1597756772
buala,-8.14,159.59,80.56,75.0,91.0,3.71,SB,1597756772
tanete,-3.94,119.78,72.99,85.0,86.0,6.78,ID,1597756773
jutai,-5.18,-68.9,81.27,74.0,14.0,3.56,BR,1597756776
yeppoon,-23.13,150.73,60.8,67.0,0.0,1.12,AU,1597756687
mwense,-10.38,28.7,97.48,11.0,100.0,5.23,ZM,1597756778
katherine,-14.47,132.27,80.6,39.0,0.0,6.93,AU,1597756778
porto velho,-8.76,-63.9,78.8,78.0,97.0,2.24,BR,1597756778
kidodi,-7.6,37,85.84,34.0,96.0,7.74,TZ,1597756782
maldonado,-34.67,-54.92,51.8,76.0,0.0,6.93,UY,1597756609
catalao,-18.17,-47.95,81.27,41.0,7.0,13.0,BR,1597756782
kondoa,-4.9,35.78,83.95,20.0,100.0,7.38,TZ,1597756785
kalabo,-14.97,22.68,96.21,9.0,0.0,3.22,ZM,1597756785
gamba,-2.65,10,77.29,80.0,81.0,10.71,GA,1597756787
soe,-9.86,124.28,61.92,96.0,0.0,4.09,ID,1597756787
byron bay,-28.65,153.62,61.0,67.0,90.0,11.3,AU,1597756787
talara,-4.58,-81.27,62.46,80.0,100.0,18.95,PE,1597756789
ghanzi,-21.57,21.78,69.98,20.0,0.0,16.11,BW,1597756790
viedma,-40.81,-63,48.0,54.0,16.0,5.99,AR,1597756722
cyangugu,-2.48,28.91,83.16,26.0,55.0,3.58,RW,1597756790
ewo,-0.87,14.82,87.31,56.0,78.0,6.11,CG,1597756791
la paz,-16.5,-68.15,41.0,56.0,75.0,8.05,BO,1597756564
general elizardo aquino,-24.43,-56.7,68.68,96.0,100.0,3.51,PY,1597756793
itarema,-2.92,-39.92,84.81,48.0,15.0,17.29,BR,1597756794
guaraciaba do norte,-4.17,-40.75,76.23,53.0,85.0,8.61,BR,1597756795
manaquiri,-3.32,-60.35,80.6,78.0,40.0,8.05,BR,1597756795
dunedin,-45.87,170.5,46.0,76.0,100.0,5.01,NZ,1597756795
srandakan,-7.94,110.25,76.66,78.0,100.0,10.51,ID,1597756795
san carlos de bariloche,-41.15,-71.31,35.6,43.0,40.0,16.11,AR,1597756796
kilindoni,-7.91,39.67,78.15,72.0,32.0,6.82,TZ,1597756797
omboue,-1.57,9.26,78.46,77.0,95.0,10.42,GA,1597756797
alta floresta,-9.88,-56.09,92.97,15.0,0.0,4.36,BR,1597756799
isangel,-19.55,169.27,69.8,94.0,20.0,5.82,VU,1597756800
salinopolis,-0.61,-47.36,83.79,68.0,0.0,11.59,BR,1597756803
fomboni,-12.28,43.74,76.5,78.0,2.0,13.49,KM,1597756803
necochea,-38.55,-58.74,48.99,64.0,81.0,7.0,AR,1597756804
